id,name,category,type,ship_to_name,ship_to_erp,ship_to_id,license_plate_number,erp_id,Asset Type,Tank Size,Hub,LoS,Date Added
623732,9718 DEF,generator,CustomerAsset,Sandman Hotel,800003B1-1472765627-Sandman Hotel,505180,9718 DEF,,,,,,
623733,CUST TANK DYED,tank,CustomerAsset,Unit 32/Antietam 9,80001746-1654626845-Unit 32/Antietam 9,518153,CUST TANK DYED,,,,,,
623734,CUST CLEAR TANK,tank,CustomerAsset,Unit 32/Antietam 9,80001746-1654626845-Unit 32/Antietam 9,518153,CUST CLEAR TANK,,,,,,
623743,CUST EQUIPMENT,equipment,CustomerAsset,Structura,800000FE-1415815371-Structura,517668,CUST EQUIPMENT,,,,,,
623744,VEND TANK- DYED,tank,CustomerAsset,Water Tower - LA,800008B3-1547482398-Water Tower - LA,518157,VEND TANK- DYED,,,,,,
623745,DEF,tank,CustomerAsset,Lubbock Yard,80001A07-1669925835-Lubbock Yard,423047,DEF,,,,,,
623752,1K-RD,tank,CustomerAsset,Meadow Saws,80000104-1416409180-Meadow Saws,513638,1K-RD,,,,,,
623755,GEN FILL,generator,CustomerAsset,WILLOWCREEK,80000352-1470756092-WILLOWCREEK,518162,GEN FILL,,,,,,
623758,White-cube,generator,CustomerAsset,Warehouse,80001D07-1688673863-Warehouse,329449,White-cube,,,,,,
623759,White truck-tank,tank,CustomerAsset,Warehouse,80001D07-1688673863-Warehouse,329449,White truck-tank,,,,,,
623760,CUST TANK,tank,CustomerAsset,La Hwy 3264,80000FE8-1601408645-La Hwy 3264,518135,CUST TANK,,,,,,
623768,CAT Dozer,equipment,CustomerAsset,HTO Job,80000102-1416083528-HTO Job,518110,CAT Dozer,,,,,,
623770,Sany excavator,equipment,CustomerAsset,HTO Job,80000102-1416083528-HTO Job,518110,Sany excavator,,,,,,
623772,CUST EQUIPMENT,equipment,CustomerAsset,HTO Job,80000102-1416083528-HTO Job,518110,CUST EQUIPMENT,,,,,,
623775,RIG,tank,CustomerAsset,Meadow Saws,80000104-1416409180-Meadow Saws,513638,RIG,,,,,,
623779,Saddle tank,vehicle,CustomerAsset,OQ Chemicals,80001280-1624374225-OQ Chemicals,328008,TBR7325,,,,,,
623790,Gen # 1003703,generator,CustomerAsset,Waukegan,800008BB-1547664654-Waukegan,34095,Gen # 1003703,,,,,,
623796,Gen # 1003177,generator,CustomerAsset,Waukegan,800008BB-1547664654-Waukegan,34095,Gen # 1003177,,,,,,
623799,Gen # 1002823,generator,CustomerAsset,Waukegan,800008BB-1547664654-Waukegan,34095,Gen # 1002823,,,,,,
623803,Gen # 1002116,generator,CustomerAsset,Waukegan,800008BB-1547664654-Waukegan,34095,Gen # 1002116,,,,,,
623804,Gen # 1002117,generator,CustomerAsset,Waukegan,800008BB-1547664654-Waukegan,34095,Gen # 1002117,,,,,,
623805,7 TRACTORS,tank,CustomerAsset,Unit 32/Antietam 9,80001746-1654626845-Unit 32/Antietam 9,518153,7 TRACTORS,,,,,,
623807,THUNDERCREEK # 72FT16,tank,CustomerAsset,Unit 32/Antietam 9,80001746-1654626845-Unit 32/Antietam 9,518153,THUNDERCREEK # 72FT16,,,,,,
623810,Gen # 1001223,generator,CustomerAsset,Waukegan,800008BB-1547664654-Waukegan,34095,Gen # 1001223,,,,,,
623813,PUMP # 22PHP12A,tank,CustomerAsset,Unit 32/Antietam 9,80001746-1654626845-Unit 32/Antietam 9,518153,PUMP # 22PHP12A,,,,,,
623814,BOBTAIL # 62FFT05,tank,CustomerAsset,Unit 32/Antietam 9,80001746-1654626845-Unit 32/Antietam 9,518153,BOBTAIL # 62FFT05,,,,,,
623818,1200 GFT-63,tank,CustomerAsset,Pasadena Fwy-1423,800004B1-1488559327-Pasadena Fwy-1423,273047,1200 GFT-63,,,,,,
623820,1200 GFT-74,tank,CustomerAsset,Pasadena Fwy-1423,800004B1-1488559327-Pasadena Fwy-1423,273047,1200 GFT-74,,,,,,
623825,CUSTOMER TANK,tank,CustomerAsset,SH 111 W,80002134-1711578207-SH 111 W,518090,CUSTOMER TANK,,,,,,
623830,Case 9380,equipment,CustomerAsset,Meridiana Sec 35A,80000533-1497642307-Meridiana Sec 35A,514927,Case 9380,,,,,,
623836,XCYE021,tank,CustomerAsset,Perry Homes A712809,800001CC-1436472496-Perry Homes A712809,518196,XCYE021,,,,,,
623837,Excavator SY225Clc,equipment,CustomerAsset,Pasadena Trans,80000731-1523998293-Pasadena Trans,514988,Excavator SY225Clc,,,,,,
623838,Loader 524L,equipment,CustomerAsset,Pasadena Trans,80000731-1523998293-Pasadena Trans,514988,Loader 524L,,,,,,
623841,Fbr20459,equipment,CustomerAsset,Steel Dynamics,800000FE-1415815371-Steel Dynamics,267417,Fbr20459,,,,,,
623844,GENERATOR,generator,CustomerAsset,Just Do It Now,80001177-1615579524-Just Do It Now,518200,GENERATOR,,,,,,
623882,K079756,vehicle,CustomerAsset,Stafford Center,8000202D-1706308441-Stafford Center,509513,K079756,,,,,,
623898,Gen#800-27-6568,generator,CustomerAsset,US Men's Clay Court Championship,80001B7B-1678902890,273435,Gen#800-27-6568,,,,,,
623902,EQUIP FILL,equipment,CustomerAsset,FRIENDSWOOD SPACES,800001DD-1438705628-FRIENDSWOOD SPACES,518202,EQUIP FILL,,,,,,
623903,CUST TANK,equipment,CustomerAsset,Herman Logistics,800013F7-1633038508-Herman Logistics,518227,CUST TANK,,,,,,
623904,CUST EQUIPMENT,equipment,CustomerAsset,Bridgeland Sec 24,80000362-1470928926-Bridgeland Sec 24,508932,CUST EQUIPMENT,,,,,,
623908,CUST TANK,tank,CustomerAsset,Co Rd 206,80002146-1712161334-Co Rd 206,518185,CUST TANK,,,,,,
623910,Roller 11514309,equipment,CustomerAsset,Sheldon 23-883,800013F7-1633038508-Sheldon 23-883,516703,Roller 11514309,,,,,,
623916,Cat MFJ20243,equipment,CustomerAsset,Herman Logistics,800013F7-1633038508-Herman Logistics,518227,Cat MFJ20243,,,,,,
623917,Gas can,tank,CustomerAsset,Herman Logistics,800013F7-1633038508-Herman Logistics,518227,Gas can,,,,,,
623920,CUST GEN,generator,CustomerAsset,Husteel #22311,80001D19-1689106186-Husteel #22311,518230,CUST GEN,,,,,,
623937,Cube 0321,tank,CustomerAsset,FM 3057 - Lima Project,80001AEA-1675898328-FM 3057,273661,Cube 0321,,,,,,
623947,CUST TANK,tank,CustomerAsset,Cudd MTH,80001CF0-1687961490-Cudd MTH,518235,CUST TANK,,,,,,
623948,Excavator,equipment,CustomerAsset,FM 521,8000074A-1525360632-FM 521,161499,Excavator,,,,,,
623950,EQUIPMENT,equipment,CustomerAsset,Blue Jack,80001989-1666288810-Blue Jack,518245,EQUIPMENT,,,,,,
623962,DYED TANK,tank,CustomerAsset,973 County Line,80001676-1649448682-973 County Line,518232,DYED TANK,,,,,,
623978,Def,generator,CustomerAsset,Bridge Point - 6507,80001BC4-1680622448-Bridge Point - 6507,279973,Def,,,,,,
623981,3 pec,equipment,CustomerAsset,Crosscreek 24-106,80000035-1405975412-Crosscreek 24-106,518024,3 pec,,,,,,
623991,M-856,tank,CustomerAsset,Indian Spring Sec 1,80001DB3-1692195999-Indian Spring Sec 1,510242,M-856,,,,,,
623992,MS-2053,tank,RentalAsset,GH Circle,80000175-1429107668-GH Circle,171833,MS-2053,MS-2053,,,,,
624002,CUSTOMER TANK,tank,CustomerAsset,Savage Rd,80000CAE-1569519472-Savage Rd,518262,CUSTOMER TANK,,,,,,
624003,CUST TANK,tank,CustomerAsset,Pel State,80001FC3-1703865868-Pel State,518263,CUST TANK,,,,,,
624008,CUST TANK,tank,CustomerAsset,Plantation Drive,80001CEE-1687902274-Plantation Drive,518264,CUST TANK,,,,,,
624027,Tank#1,tank,CustomerAsset,FM 468,80001BCE-1680729619-FM 468,325023,Tank#1,,,,,,
624028,Tank#2,tank,CustomerAsset,FM 468,80001BCE-1680729619-FM 468,325023,Tank#2,,,,,,
624066,L4 restored,tank,CustomerAsset,Cudd MTH,80001CF0-1687961490-Cudd MTH,518235,L4 restored,,,,,,
624073,05005 exc,equipment,CustomerAsset,Kermier,80000514-1496167742-Kermier,511926,05005 exc,,,,,,
624074,Kobelco exc,equipment,CustomerAsset,Kermier,80000514-1496167742-Kermier,511926,Kobelco exc,,,,,,
624078,def,generator,CustomerAsset,FL-70,80001965-1665676920-FL-70,269492,def,,,,,,
624084,Customer equipment,equipment,CustomerAsset,Bridgeland Sec 24,80000362-1470928926-Bridgeland Sec 24,508932,Customer equipment,,,,,,
624088,VEND TANK,tank,CustomerAsset,Port Industrial Rd,800007DA-1535133522-Port Industrial Rd,518184,VEND TANK,,,,,,
624101,Cust Equipment,equipment,CustomerAsset,KUYKENDAUL 11998,800001DD-1438705628-KUYKENDAUL 11998,516771,Cust Equipment,,,,,,
624102,CUST EQUIPMENT,equipment,CustomerAsset,Energy Mueller,80001E3A-1694809633-Energy Mueller,518295,CUST EQUIPMENT,,,,,,
624122,TANK ON TRAILER,tank,CustomerAsset,Chevron Patters 817,80000839-1539970184-Chevron Patters 817,518306,TANK ON TRAILER,,,,,,
624123,CUST DYED TANK,tank,CustomerAsset,EAGLE RD,80001FD6-1704324608-EAGLE RD,518305,CUST DYED TANK,,,,,,
624143,TK00166,tank,CustomerAsset,Chevron Ode A713188,800001CC-1436472496-Chevron Ode A713188,518315,TK00166,,,,,,
624150,Cust Tank,tank,CustomerAsset,Longhorn Cisco,80000C9D-1569245927-Longhorn Cisco,517912,Cust Tank,,,,,,
624155,S10892,equipment,CustomerAsset,Energy Mueller,80001E3A-1694809633-Energy Mueller,518295,S10892,,,,,,
624156,S10892),equipment,CustomerAsset,Energy Mueller,80001E3A-1694809633-Energy Mueller,518295,S10892),,,,,,
624157,510-56,equipment,CustomerAsset,Energy Mueller,80001E3A-1694809633-Energy Mueller,518295,510-56,,,,,,
624159,420,equipment,CustomerAsset,Energy Mueller,80001E3A-1694809633-Energy Mueller,518295,420,,,,,,
624160,185,generator,CustomerAsset,Energy Mueller,80001E3A-1694809633-Energy Mueller,518295,185,,,,,,
624161,4192,equipment,CustomerAsset,Energy Mueller,80001E3A-1694809633-Energy Mueller,518295,4192,,,,,,
624162,131746,equipment,CustomerAsset,Energy Mueller,80001E3A-1694809633-Energy Mueller,518295,131746,,,,,,
624164,GEN,tank,CustomerAsset,Indianola Ave,80001A88-1673299343-Indianola Ave,518160,GEN,,,,,,
624167,GEN,generator,CustomerAsset,Infantry Ave,80001E8D-1696620234-Infantry Ave,518180,GEN,,,,,,
624168,GEN,generator,CustomerAsset,Rafael Cordero Ave,80001E8D-1696620234-Rafael Cordero Ave,518181,GEN,,,,,,
624169,GEN,generator,CustomerAsset,State Rd #3,80001E8D-1696620234-State Rd #3,518182,GEN,,,,,,
624174,CUST GEN,generator,CustomerAsset,Masters Rd,80002159-1712352084-Masters Rd,518342,CUST GEN,,,,,,
624175,2020 pump truck,equipment,CustomerAsset,Gin and Tectonic,800012DB-1627321982-Gin and Tectonic,517854,2020 pump truck,,,,,,
624178,Cust tank,tank,CustomerAsset,Sunray Road,80001FD6-1704324608-Sunray Road,518349,Cust tank,,,,,,
624179,CUST TANK ON ROAD,tank,CustomerAsset,Berry Mfg Fuel Islan,80000EA1-1593025972-Berry Mfg Fuel Islan,445963,CUST TANK ON ROAD,,,,,,
624221,Gen 800-36-7735,generator,CustomerAsset,US Men's Clay Court Championship,80001B7B-1678902890,273435,Gen 800-36-7735,,,,,,
624222,Gen Def gal,generator,CustomerAsset,US Men's Clay Court Championship,80001B7B-1678902890,273435,Gen Def gal,,,,,,
624225,Cust Equipment,equipment,CustomerAsset,Crosscreek 24-106,80000035-1405975412-Crosscreek 24-106,518024,Cust Equipment,,,,,,
624227,PREMIUM NE,tank,CustomerAsset,Old Buena Vista Rd,80001E64-1695839261-Old Buena Vista Rd,430529,PREMIUM NE,,,,,,
624243,15 kva,generator,CustomerAsset,Waugh Dr,8000033A-1470236696-Waugh Dr,272869,15 kva,,,,,,
624257,VEND TANK-GAS,tank,CustomerAsset,Louisville Rd,800002F3-1464273288-Louisville Rd,517703,VEND TANK-GAS,,,,,,
624272,Pump down truck,vehicle,CustomerAsset,Gin and Tectonic,800012DB-1627321982-Gin and Tectonic,517854,3570,,,,,,
624278,DEF DRUM,tank,CustomerAsset,FBISD Mission,800016D5-1651762742-FBISD Mission,511912,DEF DRUM,,,,,,
624281,Customer Equipment,equipment,CustomerAsset,Aldine Westfield,80000E36-1587403383-Aldine Westfield,517680,Customer Equipment,,,,,,
624283,DEF TOTE,tank,CustomerAsset,Angel Lagoon,80002065-1707505560-Angel Lagoon,515365,DEF TOTE,,,,,,
624286,500G DYED - LEWIS RD,tank,CustomerAsset,Lewis Rd,800020BE-1708627621-Lewis Rd,518343,500G DYED - LEWIS RD,,,,,,
624287,CUST TANK - DYED,tank,CustomerAsset,Tinker Hills Way,800020FD-1710281420-Tinker Hills Way,518346,CUST TANK - DYED,,,,,,
624288,DEVONSIRE DR - EQUIPMENT,equipment,CustomerAsset,Devonshire Dr,8000214F-1712268401-Devonshire Dr,518344,DEVONSIRE DR - EQUIPMENT,,,,,,
624290,Cust Dyed Tank,tank,CustomerAsset,Waller County MUD 45,80000104-1416409180-Waller County MUD 45,518371,Cust Dyed Tank,,,,,,
624296,CUST TANK,tank,CustomerAsset,Preston,8000131A-1629164867-Preston,166037,CUST TANK,,,,,,
624300,CUST GEN,generator,CustomerAsset,McHard Rd,80001F4D-1701196990-McHard Rd,488724,CUST GEN,,,,,,
624303,XEXG029,generator,CustomerAsset,Tri Point A711849,800001CC-1436472496-Tri Point A711849,517830,XEXG029,,,,,,
624304,MS-10K-64,tank,RentalAsset,Spingett Tech Center,80001C5B-1684250571-Spingett Tech Center,518387,MS-10K-64,MS-10K-64,,,,,
624305,CUST TANK,tank,CustomerAsset,Ethan Allen BTS,80001495-1637697228-Ethan Allen BTS,518377,CUST TANK,,,,,,
624322,White cube,tank,CustomerAsset,Javina Yard,80001D07-1688673863-Javina Yard,518277,White cube,,,,,,
624335,Cat 326,equipment,CustomerAsset,Herman Logistics,800013F7-1633038508-Herman Logistics,518227,Cat 326,,,,,,
624340,MS-275-18,tank,RentalAsset,"Pecos, Tx","80000E48-1588086950-Pecos, Tx",430210,MS-275-18,MS-275-18,,,,,
624341,MS-275-15,tank,RentalAsset,FM 307,80001F2F-1700088165-FM 307,515105,MS-275-15,MS-275-15,,,,,
624343,MS-271,tank,RentalAsset,Hooper Distribution,80001495-1637697228-Hooper Distribution,755905,MS-271,MS-271,,,,,
624370,274424,generator,CustomerAsset,Mansions at Marine,80001DA2-1691855834-Mansions at Marine,418101,274424,,,,,,
624375,XCYE001,generator,CustomerAsset,Perry Mayfai A712810,800001CC-1436472496-Perry Mayfai A712810,518129,XCYE001,,,,,,
624386,DEF FOR GEN,tank,CustomerAsset,Pasadena Fwy-1423,800004B1-1488559327-Pasadena Fwy-1423,273047,DEF FOR GEN,,,,,,
624388,GEN,generator,CustomerAsset,South Selmore Rd,80002153-1712333405-South Selmore Rd,518316,GEN,,,,,,
624437,DEF DRUM,tank,CustomerAsset,Crosscreek 24-106,80000035-1405975412-Crosscreek 24-106,518024,DEF DRUM,,,,,,
624447,XENS043,generator,CustomerAsset,magnolia,800001CC-1436472496-magnolia,33751,XENS043,,,,,,
624451,TK00648,tank,CustomerAsset,Baylor Scott A713286,800001CC-1436472496-Baylor Scott A713286,518418,TK00648,,,,,,
624457,Xens033,generator,CustomerAsset,magnolia,800001CC-1436472496-magnolia,33751,Xens033,,,,,,
624458,EQUIP,equipment,CustomerAsset,Rd 13,80001BBE-1680279113-Rd 13,519142,EQUIP,,,,,,
624459,Emergency back up generator,generator,CustomerAsset,magnolia,800001CC-1436472496-magnolia,33751,Emergency back up generator,,,,,,
624467,L4 RESTORED TANK,tank,CustomerAsset,Marathon Cudd NM,80001CF0-1687961490-Marathon Cudd NM,518424,L4 RESTORED TANK,,,,,,
624468,CUST DYED TANK,tank,CustomerAsset,3752 South Gulfway Drive,80001875-1661550548-,273652,CUST DYED TANK,,,,,,
624469,Equipment,equipment,CustomerAsset,Driftwood,80000951-1556571139-Driftwood,509922,Equipment,,,,,,
624478,KROGER REEFER TRAILER,reefer,CustomerAsset,364- FM 2920,800008D8-1549389599-364- FM 2920,273277,KROGER REEFER TRAILER,,,,,,
624481,CUST DYED TANK,tank,CustomerAsset,PADRE BLVD,80000DC8-1582826567-PADRE BLVD,518422,CUST DYED TANK,,,,,,
624492,MS-117,tank,RentalAsset,JC Elliot Landfill,80001D12-1689081706-JC Elliot Landfill,518389,MS-117,MS-117,,,,,
624497,CUST EQUIPMENT,equipment,CustomerAsset,Manvel Police Statio,80001F21-1699571766-Manvel Police Statio,518434,CUST EQUIPMENT,,,,,,
624499,CUST TANK,tank,CustomerAsset,IHeart Marion,800003B1-1472765627-IHeart Marion,518453,CUST TANK,,,,,,
624501,"1,000G CLEAR FUEL TRAILER",tank,CustomerAsset,Marine Dr,80002148-1712181887-Marine Dr,518369,"1,000G CLEAR FUEL TRAILER",,,,,,
624503,#0069,generator,CustomerAsset,Wright Road,80001637-1648241620-Wright Road,515132,#0069,,,,,,
624507,CUST CLEAR TANK,tank,CustomerAsset,Unit 25 Small Eyed,80000EFF-1596660268-Unit 25 Small Eyed,518454,CUST CLEAR TANK,,,,,,
624508,DEF CASES,tank,CustomerAsset,Unit 25 Small Eyed,80000EFF-1596660268-Unit 25 Small Eyed,518454,DEF CASES,,,,,,
624509,GN2000-39,generator,CustomerAsset,Magnolia Business,80001473-1637096131-Magnolia Business,39163,GN2000-39,,,,,,
624511,GN2000-08,generator,CustomerAsset,Magnolia Business,80001473-1637096131-Magnolia Business,39163,GN2000-08,,,,,,
624512,CUST GEN,generator,CustomerAsset,iHeart Refuel,800003B1-1472765627-iHeart Refuel,518457,CUST GEN,,,,,,
624516,CUST GEN,generator,CustomerAsset,Judith Rd.,80001981-1666202747-Judith Rd.,431209,CUST GEN,,,,,,
624528,CUST CLEAR TANK,tank,CustomerAsset,GILLETT,8000206B-1707762269-GILLETT,518473,CUST CLEAR TANK,,,,,,
624536,EQUIPMENT,equipment,CustomerAsset,Eul Moore Dr,80002127-1711145056-Eul Moore Dr,517558,EQUIPMENT,,,,,,
624544,Compressor,equipment,CustomerAsset,Judith Rd.,80001981-1666202747-Judith Rd.,431209,Compressor,,,,,,
624546,CUST GEN,generator,CustomerAsset,Yard Houston,80002162-1712698245-Yard Houston,518484,CUST GEN,,,,,,
624556,WAJA398,tank,CustomerAsset,Chemours A713377,800001CC-1436472496-Chemours A713377,518496,WAJA398,,,,,,
624599,Black cube,tank,CustomerAsset,Energy Mueller,80001E3A-1694809633-Energy Mueller,518295,Black cube,,,,,,
624600,VEND TANK- DYED,tank,CustomerAsset,Project Treehouse,800017A8-1657127576-Project Treehouse,270347,VEND TANK- DYED,,,,,,
624602,VEND TANK- DYED 1K,tank,CustomerAsset,Atwater Rd,80001FEB-1704899914-Atwater Rd,505322,VEND TANK- DYED 1K,,,,,,
624603,Forklift,equipment,CustomerAsset,Mirella at Shaw,8000114A-1614706054-Mirella at Shaw,511920,Forklift,,,,,,
624604,SDG25,generator,CustomerAsset,Mirella at Shaw,8000114A-1614706054-Mirella at Shaw,511920,SDG25,,,,,,
624612,VEND TANK DYED,tank,CustomerAsset,Ol Norton Ln,80001FA0-1703029161-Ol Norton Ln,518507,VEND TANK DYED,,,,,,
624613,VEND TANK CLEAR,tank,CustomerAsset,Ol Norton Ln,80001FA0-1703029161-Ol Norton Ln,518507,VEND TANK CLEAR,,,,,,
624615,LOGISTICS #2,tank,CustomerAsset,S Avenue,80001E2F-1694707527-S Avenue,430144,LOGISTICS #2,,,,,,
624616,CUST GEN,generator,CustomerAsset,Lowes 1570,8000087E-1543507094-Lowes #1570,518509,CUST GEN,,,,,,
624632,Excavator,equipment,CustomerAsset,W Lake Houston 2216,80000570-1500498115-W Lake Houston 2216,517401,Excavator,,,,,,
624650,BOOM LIFT,equipment,CustomerAsset,W Belfort,80001A19-1670439520-W Belfort,168793,BOOM LIFT,,,,,,
624658,WAJA399,equipment,CustomerAsset,Chevron Ods A698887,800001CC-1436472496-Chevron Ods A698887,511805,WAJA399,,,,,,
624659,XBVP096,equipment,CustomerAsset,Chevron Ods A698887,800001CC-1436472496-Chevron Ods A698887,511805,XBVP096,,,,,,
624660,XBVP056,equipment,CustomerAsset,Chevron Ods A698887,800001CC-1436472496-Chevron Ods A698887,511805,XBVP056,,,,,,
624661,XBVP035,equipment,CustomerAsset,Chevron Ods A705318,800001CC-1436472496-Chevron Ods A705318,472588,XBVP035,,,,,,
624662,TK00374,tank,CustomerAsset,Chevron Ods A705318,800001CC-1436472496-Chevron Ods A705318,472588,TK00374,,,,,,
624677,MS-1284,tank,RentalAsset,Chemours,80001EB4-1697471934-Chemours,443228,MS-1284,MS-1284,,,,,
624680,CUST CLEAR TOTE #1,tank,CustomerAsset,TX 136 Spur,800004A5-1487865134-TX 136 Spur,276055,CUST CLEAR TOTE #1,,,,,,
624681,CUST CLEAR TOTE #2,tank,CustomerAsset,TX 136 Spur,800004A5-1487865134-TX 136 Spur,276055,CUST CLEAR TOTE #2,,,,,,
624682,CUST CLEAR TOTE #3,tank,CustomerAsset,TX 136 Spur,800004A5-1487865134-TX 136 Spur,276055,CUST CLEAR TOTE #3,,,,,,
624683,CUST CLEAR TOTE #4,tank,CustomerAsset,TX 136 Spur,800004A5-1487865134-TX 136 Spur,276055,CUST CLEAR TOTE #4,,,,,,
624684,CUST CLEAR TOTE #5,tank,CustomerAsset,TX 136 Spur,800004A5-1487865134-TX 136 Spur,276055,CUST CLEAR TOTE #5,,,,,,
624688,AGGREKO HYSTER 550 FORKLIFT,equipment,CustomerAsset,4436 HWY 59,800001CC-1436472496-4436 HWY 59,274415,AGGREKO HYSTER 550 FORKLIFT,,,,,,
624693,MS-1518,tank,RentalAsset,Conveyor,80001E91-1696872700-Conveyor,545737,MS-1518,MS-1518,,,,,
624696,GRINDER,equipment,CustomerAsset,Bridges on Lake Hous,80000496-1486482561-Bridges on Lake Hous,518019,GRINDER,,,,,,
624708,GEN,generator,CustomerAsset,Dartmouth Dr,800019A2-1666813673-Dartmouth Dr,518530,GEN,,,,,,
624709,CUST TANK,tank,CustomerAsset,LA CANTERA,80000DF5-1584716172-LA CANTERA,518506,CUST TANK,,,,,,
624711,1 MEG GEN,generator,CustomerAsset,Lantern Bend,80000F5B-1598890641-Lantern Bend,518534,1 MEG GEN,,,,,,
624748,CUST TANK Clear diesel,tank,CustomerAsset,Permian Resources / Los Vaqueros 524H,Pending,518545,CUST TANK Clear diesel,,,,,,
624749,Cust tank Dyed diesel,tank,CustomerAsset,Permian Resources / Los Vaqueros 524H,Pending,518545,Cust tank Dyed diesel,,,,,,
624751,Cust clear tank,tank,CustomerAsset,Devon Energy / CBR 12-1-56-1-422H,Pending,518546,Cust clear tank,,,,,,
624752,Cust Tank RED,tank,CustomerAsset,Devon Energy / CBR 12-1-56-1-422H,Pending,518546,Cust Tank RED,,,,,,
624774,CUST TANK GAS,tank,CustomerAsset,NAS Corpus Christi,80001FC3-1703865868-NAS Corpus Christi,518532,CUST TANK GAS,,,,,,
624775,CUST TANK CLEAR,tank,CustomerAsset,NAS Corpus Christi,80001FC3-1703865868-NAS Corpus Christi,518532,CUST TANK CLEAR,,,,,,
624777,CUST GEN,generator,CustomerAsset,140TH,80001CAF-1686251880-140TH,518408,CUST GEN,,,,,,
624779,VEND TANK- DYED,tank,CustomerAsset,Linwood Ave.,80001377-1630689641-Linwood Ave.,518574,VEND TANK- DYED,,,,,,
624780,CUST TANK- MINI FRAC TANK,tank,CustomerAsset,Linwood Ave.,80001377-1630689641-Linwood Ave.,518574,CUST TANK- MINI FRAC TANK,,,,,,
624782,CUST GEN,generator,CustomerAsset,2651 CARNES RD.,PENDING,518575,CUST GEN,,,,,,
624784,Roller-BW-211 PDH,equipment,CustomerAsset,Bridgeland Crk Sec 9,80000362-1470928926-Bridgeland Crk Sec 9,517253,Roller-BW-211 PDH,,,,,,
624786,Ram 2500 auxiliary tank,vehicle,CustomerAsset,Bridgeland Crk Sec 9,80000362-1470928926-Bridgeland Crk Sec 9,517253,Tgy-1153,,,,,,
624788,Komatsu dozer #46108,equipment,CustomerAsset,Bridgeland Crk Sec 9,80000362-1470928926-Bridgeland Crk Sec 9,517253,Komatsu dozer #46108,,,,,,
624789,Komatsu dozer #45070,equipment,CustomerAsset,Bridgeland Crk Sec 9,80000362-1470928926-Bridgeland Crk Sec 9,517253,Komatsu dozer #45070,,,,,,
624790,XCYE030,generator,CustomerAsset,Tri Sienna A712876,800001CC-1436472496-Tri Sienna A712876,518577,XCYE030,,,,,,
624793,VEND TANK - GAS,tank,CustomerAsset,International Blvd,80002070-1707836191-International Blvd,514739,VEND TANK - GAS,,,,,,
624794,Komatsu  Dozer #45914,equipment,CustomerAsset,Bridgeland Crk Sec 9,80000362-1470928926-Bridgeland Crk Sec 9,517253,Komatsu  Dozer #45914,,,,,,
624803,CUST CLEAR TANK,tank,CustomerAsset,CBR 12-1-56-1-422H,800012DB-1627321982-CBR 12-1-56-1-422H,518583,CUST CLEAR TANK,,,,,,
624804,CUST DYED TANK,tank,CustomerAsset,CBR 12-1-56-1-422H,800012DB-1627321982-CBR 12-1-56-1-422H,518583,CUST DYED TANK,,,,,,
624806,CUST DYED TANK,tank,CustomerAsset,Los Vaqueros 524H,800012DB-1627321982-Los Vaqueros 524H,518582,CUST DYED TANK,,,,,,
624807,CUST CLEAR TANK,tank,CustomerAsset,Los Vaqueros 524H,800012DB-1627321982-Los Vaqueros 524H,518582,CUST CLEAR TANK,,,,,,
624808,DYED TANK,tank,CustomerAsset,Amazing 19 Fed,80001748-1654627412-Amazing 19 Fed,517974,DYED TANK,,,,,,
624818,Equipment 1,equipment,CustomerAsset,Blue Jack,80001989-1666288810-Blue Jack,518245,Equipment 1,,,,,,
624828,MS-697,tank,RentalAsset,Yard,8000203F-1706810988-Yard,711578,MS-697,MS-697,,,,,
624829,MS-1419,tank,RentalAsset,GPISDMT,800016D5-1651762742-GPISDMT,752332,MS-1419,MS-1419,,,,,
624835,1000gft-27,tank,CustomerAsset,TX 136 Spur,800004A5-1487865134-TX 136 Spur,276055,1000gft-27,,,,,,
624850,DEF DRUM,tank,CustomerAsset,House St,800002E9-1463159913-House St,429759,DEF DRUM,,,,,,
624872,COMPRESSOR GEN TANK,tank,CustomerAsset,Gears Road,8000216C-1712864626-Gears Road,518618,COMPRESSOR GEN TANK,,,,,,
624885,XENS048,tank,CustomerAsset,magnolia,800001CC-1436472496-magnolia,518629,XENS048,,,,,,
624886,XENS033,tank,CustomerAsset,magnolia,800001CC-1436472496-magnolia,518629,XENS033,,,,,,
624892,CUST TANK DYED,tank,CustomerAsset,Johnson Bros. Corp.,80001FC3-1703865868-Johnson Bros. Corp.,518632,CUST TANK DYED,,,,,,
624894,CUST TANK DYED,tank,CustomerAsset,Hellcamp Materials,80001FC3-1703865868-Hellcamp Materials,518634,CUST TANK DYED,,,,,,
624896,CUST TANK CLEAR DIESEL,tank,CustomerAsset,Spur Enviromental,80001FC3-1703865868-Spur Enviromental,518636,CUST TANK CLEAR DIESEL,,,,,,
624928,CUST 8K,tank,CustomerAsset,Waukegan Road 8450,800008BB-1547664654-Waukegan Road 8450,269662,CUST 8K,,,,,,
624936,400-4543,generator,CustomerAsset,HHNM,80000D38-1574100987-HHNM,263364,400-4543,,,,,,
624938,Customer equipment,equipment,CustomerAsset,Sienna Sec 54,8000006C-1406226973-Sienna Sec 54,517074,Customer equipment,,,,,,
624939,CUST TANK,tank,CustomerAsset,Frontline - VanVleck,800004B1-1488559327-Frontline - VanVleck,518641,CUST TANK,,,,,,
